mensagem,categoria,sinonimo,idioma,continente,pais,estado,cidade,latitude,longitude,impacto
"Alerta: dégringolade em Monterrey, México.",enchente,dégringolade,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: dégringolade em Toronto, Canadá.",enchente,dégringolade,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alerta: dégringolade em Houston, Estados Unidos.",enchente,dégringolade,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: dégringolade em Marselha, França.",enchente,dégringolade,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,alto
"Alerta: dégringolade em Nice, França.",enchente,dégringolade,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: dégringolade em Saint-Denis, Reunião.",enchente,dégringolade,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,baixo
"Alerta: dégringolade em La Palma (Cumbre Vieja), Espanha.",enchente,dégringolade,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,catastrófico
"Alerta: dégringolade em Londres, Reino Unido.",enchente,dégringolade,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,alto
"Alerta: dégringolade em Ahmedabad, Índia.",enchente,dégringolade,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,baixo
"Alerta: dégringolade em Tóquio, Japão.",enchente,dégringolade,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: dégringolade em Jacarta, Indonésia.",enchente,dégringolade,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Alerta: dégringolade em Manila, Filipinas.",enchente,dégringolade,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,baixo
"Alerta: dégringolade em Kathmandu, Nepal.",enchente,dégringolade,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alerta: dégringolade em Lagos, Nigéria.",enchente,dégringolade,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,alto
"Alerta: dégringolade em Niamey, Níger.",enchente,dégringolade,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alerta: dégringolade em Nairobi, Quênia.",enchente,dégringolade,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alerta: dégringolade em Pretória, África do Sul.",enchente,dégringolade,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alerta: dégringolade em Piton de la Fournaise, Indonésia.",enchente,dégringolade,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,baixo
"Alerta: dégringolade em Sydney, Austrália.",enchente,dégringolade,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: dégringolade em Brisbane, Austrália.",enchente,dégringolade,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: dégringolade em Suva, Fiji.",enchente,dégringolade,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,baixo
"Alerta: dégringolade em Wellington, Nova Zelândia.",enchente,dégringolade,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: dégringolade em Manado, Indonésia.",enchente,dégringolade,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,baixo
"Peringatan: banjir di São Paulo, Brasil.",enchente,banjir,id,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Peringatan: banjir di Recife, Brasil.",enchente,banjir,id,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,baixo
"Peringatan: banjir di Barranquilla, Colômbia.",enchente,banjir,id,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,alto
"Peringatan: banjir di Buenos Aires, Argentina.",enchente,banjir,id,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Peringatan: banjir di Santiago, Chile.",enchente,banjir,id,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Peringatan: banjir di Los Angeles, Estados Unidos.",enchente,banjir,id,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,moderado
"Peringatan: banjir di Phoenix, Estados Unidos.",enchente,banjir,id,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,alto
"Peringatan: banjir di Monterrey, México.",enchente,banjir,id,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,baixo
"Peringatan: banjir di Toronto, Canadá.",enchente,banjir,id,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,baixo
"Peringatan: banjir di Houston, Estados Unidos.",enchente,banjir,id,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,alto
"Peringatan: banjir di Marselha, França.",enchente,banjir,id,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,alto
"Peringatan: banjir di Nice, França.",enchente,banjir,id,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,baixo
"Peringatan: banjir di Saint-Denis, Reunião.",enchente,banjir,id,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,baixo
"Peringatan: banjir di La Palma (Cumbre Vieja), Espanha.",enchente,banjir,id,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Peringatan: banjir di Londres, Reino Unido.",enchente,banjir,id,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Peringatan: banjir di Ahmedabad, Índia.",enchente,banjir,id,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Peringatan: banjir di Tóquio, Japão.",enchente,banjir,id,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,baixo
"Peringatan: banjir di Jacarta, Indonésia.",enchente,banjir,id,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,baixo
"Peringatan: banjir di Manila, Filipinas.",enchente,banjir,id,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Peringatan: banjir di Kathmandu, Nepal.",enchente,banjir,id,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Peringatan: banjir di Lagos, Nigéria.",enchente,banjir,id,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Peringatan: banjir di Niamey, Níger.",enchente,banjir,id,África,Níger,Niamey,Niamey,13.51253,2.11265,alto
"Peringatan: banjir di Nairobi, Quênia.",enchente,banjir,id,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Peringatan: banjir di Pretória, África do Sul.",enchente,banjir,id,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,baixo
"Peringatan: banjir di Piton de la Fournaise, Indonésia.",enchente,banjir,id,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Peringatan: banjir di Sydney, Austrália.",enchente,banjir,id,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,baixo
"Peringatan: banjir di Brisbane, Austrália.",enchente,banjir,id,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Peringatan: banjir di Suva, Fiji.",enchente,banjir,id,Oceania,Fiji,Central,Suva,-18.1248,178.4501,baixo
"Peringatan: banjir di Wellington, Nova Zelândia.",enchente,banjir,id,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Peringatan: banjir di Manado, Indonésia.",enchente,banjir,id,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,alto
"Alerta: luapan air em São Paulo, Brasil.",enchente,luapan air,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: luapan air em Recife, Brasil.",enchente,luapan air,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alerta: luapan air em Barranquilla, Colômbia.",enchente,luapan air,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,catastrófico
"Alerta: luapan air em Buenos Aires, Argentina.",enchente,luapan air,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,alto
"Alerta: luapan air em Santiago, Chile.",enchente,luapan air,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Alerta: luapan air em Los Angeles, Estados Unidos.",enchente,luapan air,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerta: luapan air em Phoenix, Estados Unidos.",enchente,luapan air,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,moderado
"Alerta: luapan air em Monterrey, México.",enchente,luapan air,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: luapan air em Toronto, Canadá.",enchente,luapan air,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,baixo
"Alerta: luapan air em Houston, Estados Unidos.",enchente,luapan air,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,catastrófico
"Alerta: luapan air em Marselha, França.",enchente,luapan air,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Alerta: luapan air em Nice, França.",enchente,luapan air,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,alto
"Alerta: luapan air em Saint-Denis, Reunião.",enchente,luapan air,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,moderado
"Alerta: luapan air em La Palma (Cumbre Vieja), Espanha.",enchente,luapan air,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,alto
"Alerta: luapan air em Londres, Reino Unido.",enchente,luapan air,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Alerta: luapan air em Ahmedabad, Índia.",enchente,luapan air,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerta: luapan air em Tóquio, Japão.",enchente,luapan air,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,catastrófico
"Alerta: luapan air em Jacarta, Indonésia.",enchente,luapan air,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,alto
"Alerta: luapan air em Manila, Filipinas.",enchente,luapan air,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,baixo
"Alerta: luapan air em Kathmandu, Nepal.",enchente,luapan air,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,baixo
"Alerta: luapan air em Lagos, Nigéria.",enchente,luapan air,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerta: luapan air em Niamey, Níger.",enchente,luapan air,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alerta: luapan air em Nairobi, Quênia.",enchente,luapan air,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,catastrófico
"Alerta: luapan air em Pretória, África do Sul.",enchente,luapan air,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,baixo
"Alerta: luapan air em Piton de la Fournaise, Indonésia.",enchente,luapan air,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,moderado
"Alerta: luapan air em Sydney, Austrália.",enchente,luapan air,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: luapan air em Brisbane, Austrália.",enchente,luapan air,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: luapan air em Suva, Fiji.",enchente,luapan air,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,baixo
"Alerta: luapan air em Wellington, Nova Zelândia.",enchente,luapan air,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,alto
"Alerta: luapan air em Manado, Indonésia.",enchente,luapan air,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,baixo
"Alerta: queimada em São Paulo, Brasil.",queimada,queimada,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: queimada em Recife, Brasil.",queimada,queimada,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,moderado
"Alerta: queimada em Barranquilla, Colômbia.",queimada,queimada,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,baixo
"Alerta: queimada em Buenos Aires, Argentina.",queimada,queimada,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: queimada em Santiago, Chile.",queimada,queimada,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Alerta: queimada em Los Angeles, Estados Unidos.",queimada,queimada,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,moderado
"Alerta: queimada em Phoenix, Estados Unidos.",queimada,queimada,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,baixo
"Alerta: queimada em Monterrey, México.",queimada,queimada,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,baixo
"Alerta: queimada em Toronto, Canadá.",queimada,queimada,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerta: queimada em Houston, Estados Unidos.",queimada,queimada,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,alto
"Alerta: queimada em Marselha, França.",queimada,queimada,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Alerta: queimada em Nice, França.",queimada,queimada,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,moderado
"Alerta: queimada em Saint-Denis, Reunião.",queimada,queimada,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,catastrófico
"Alerta: queimada em La Palma (Cumbre Vieja), Espanha.",queimada,queimada,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,catastrófico
"Alerta: queimada em Londres, Reino Unido.",queimada,queimada,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,moderado
"Alerta: queimada em Ahmedabad, Índia.",queimada,queimada,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,baixo
"Alerta: queimada em Tóquio, Japão.",queimada,queimada,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,catastrófico
"Alerta: queimada em Jacarta, Indonésia.",queimada,queimada,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Alerta: queimada em Manila, Filipinas.",queimada,queimada,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,moderado
"Alerta: queimada em Kathmandu, Nepal.",queimada,queimada,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerta: queimada em Lagos, Nigéria.",queimada,queimada,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alerta: queimada em Niamey, Níger.",queimada,queimada,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alerta: queimada em Nairobi, Quênia.",queimada,queimada,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Alerta: queimada em Pretória, África do Sul.",queimada,queimada,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alerta: queimada em Piton de la Fournaise, Indonésia.",queimada,queimada,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerta: queimada em Sydney, Austrália.",queimada,queimada,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: queimada em Brisbane, Austrália.",queimada,queimada,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,moderado
"Alerta: queimada em Suva, Fiji.",queimada,queimada,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,alto
"Alerta: queimada em Wellington, Nova Zelândia.",queimada,queimada,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,alto
"Alerta: queimada em Manado, Indonésia.",queimada,queimada,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,alto
"Alerta: incêndio florestal em São Paulo, Brasil.",queimada,incêndio florestal,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,baixo
"Alerta: incêndio florestal em Recife, Brasil.",queimada,incêndio florestal,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alerta: incêndio florestal em Barranquilla, Colômbia.",queimada,incêndio florestal,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,alto
"Alerta: incêndio florestal em Buenos Aires, Argentina.",queimada,incêndio florestal,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: incêndio florestal em Santiago, Chile.",queimada,incêndio florestal,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Alerta: incêndio florestal em Los Angeles, Estados Unidos.",queimada,incêndio florestal,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,catastrófico
"Alerta: incêndio florestal em Phoenix, Estados Unidos.",queimada,incêndio florestal,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,baixo
"Alerta: incêndio florestal em Monterrey, México.",queimada,incêndio florestal,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: incêndio florestal em Toronto, Canadá.",queimada,incêndio florestal,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,baixo
"Alerta: incêndio florestal em Houston, Estados Unidos.",queimada,incêndio florestal,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,catastrófico
"Alerta: incêndio florestal em Marselha, França.",queimada,incêndio florestal,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Alerta: incêndio florestal em Nice, França.",queimada,incêndio florestal,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: incêndio florestal em Saint-Denis, Reunião.",queimada,incêndio florestal,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,catastrófico
"Alerta: incêndio florestal em La Palma (Cumbre Vieja), Espanha.",queimada,incêndio florestal,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Alerta: incêndio florestal em Londres, Reino Unido.",queimada,incêndio florestal,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,moderado
"Alerta: incêndio florestal em Ahmedabad, Índia.",queimada,incêndio florestal,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,alto
"Alerta: incêndio florestal em Tóquio, Japão.",queimada,incêndio florestal,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: incêndio florestal em Jacarta, Indonésia.",queimada,incêndio florestal,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: incêndio florestal em Manila, Filipinas.",queimada,incêndio florestal,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,alto
"Alerta: incêndio florestal em Kathmandu, Nepal.",queimada,incêndio florestal,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerta: incêndio florestal em Lagos, Nigéria.",queimada,incêndio florestal,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
